#ZVView-data-copy:  10-Nov-2015 14:42:01
#=======================================
#
#name:   6-C-0(N,TOT),,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  3
#ldata:  2444
#data...
#            X            Y         +-dY  # Comments...
#          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
        8.6393       1.0455     0.020275  # 2001,W.P.Abfalterer+     ## 13794002
        8.6507       1.0526     0.020335  # 2001,W.P.Abfalterer+     ## 13794002
         8.662       1.0726     0.020464  # 2001,W.P.Abfalterer+     ## 13794002
        8.6734       1.0566     0.020084  # 2001,W.P.Abfalterer+     ## 13794002
        8.6847       1.0125     0.020002  # 2001,W.P.Abfalterer+     ## 13794002
        8.6961       1.0404     0.020055  # 2001,W.P.Abfalterer+     ## 13794002
        8.7076       1.1088     0.020292  # 2001,W.P.Abfalterer+     ## 13794002
         8.719        1.083     0.020404  # 2001,W.P.Abfalterer+     ## 13794002
         8.726        1.049     0.003131  # 2001,W.P.Abfalterer+     ## 13753007
        8.7305       1.0732     0.020217  # 2001,W.P.Abfalterer+     ## 13794002
         8.742       1.0668      0.02024  # 2001,W.P.Abfalterer+     ## 13794002
        8.7535       1.0678      0.02023  # 2001,W.P.Abfalterer+     ## 13794002
         8.765       1.0302      0.02002  # 2001,W.P.Abfalterer+     ## 13794002
        8.7766       1.0051     0.020082  # 2001,W.P.Abfalterer+     ## 13794002
        8.7882       1.0758     0.020151  # 2001,W.P.Abfalterer+     ## 13794002
        8.7998       1.0797      0.02014  # 2001,W.P.Abfalterer+     ## 13794002
        8.8114       1.0312     0.020025  # 2001,W.P.Abfalterer+     ## 13794002
         8.814        1.054     0.003146  # 2001,W.P.Abfalterer+     ## 13753007
        8.8231         1.07     0.019859  # 2001,W.P.Abfalterer+     ## 13794002
        8.8348       1.0698     0.020238  # 2001,W.P.Abfalterer+     ## 13794002
        8.8465       1.0711     0.020232  # 2001,W.P.Abfalterer+     ## 13794002
        8.8582       1.1104       0.0202  # 2001,W.P.Abfalterer+     ## 13794002
          8.87        1.074      0.02018  # 2001,W.P.Abfalterer+     ## 13794002
        8.8817       1.0477     0.020114  # 2001,W.P.Abfalterer+     ## 13794002
        8.8935       1.1105     0.020406  # 2001,W.P.Abfalterer+     ## 13794002
         8.902         1.07     0.003166  # 2001,W.P.Abfalterer+     ## 13753007
        8.9053       1.1353     0.020451  # 2001,W.P.Abfalterer+     ## 13794002
        8.9172       1.0827     0.020267  # 2001,W.P.Abfalterer+     ## 13794002
        8.9291       1.0667     0.020223  # 2001,W.P.Abfalterer+     ## 13794002
         8.941       1.1747     0.020841  # 2001,W.P.Abfalterer+     ## 13794002
        8.9529       1.1489     0.020675  # 2001,W.P.Abfalterer+     ## 13794002
        8.9648       1.0883     0.020667  # 2001,W.P.Abfalterer+     ## 13794002
        8.9768       1.1469      0.02078  # 2001,W.P.Abfalterer+     ## 13794002
        8.9888       1.1718      0.02108  # 2001,W.P.Abfalterer+     ## 13794002
         8.992        1.117     0.003247  # 2001,W.P.Abfalterer+     ## 13753007
        9.0008       1.1718     0.021196  # 2001,W.P.Abfalterer+     ## 13794002
        9.0128        1.155      0.02107  # 2001,W.P.Abfalterer+     ## 13794002
        9.0249        1.199     0.021358  # 2001,W.P.Abfalterer+     ## 13794002
         9.037       1.2078     0.021336  # 2001,W.P.Abfalterer+     ## 13794002
        9.0491       1.2116     0.021489  # 2001,W.P.Abfalterer+     ## 13794002
        9.0612       1.2879     0.021787  # 2001,W.P.Abfalterer+     ## 13794002
        9.0733       1.2546     0.022066  # 2001,W.P.Abfalterer+     ## 13794002
         9.082        1.206     0.003411  # 2001,W.P.Abfalterer+     ## 13753007
        9.0855       1.2517     0.022083  # 2001,W.P.Abfalterer+     ## 13794002
        9.0977       1.2671     0.022416  # 2001,W.P.Abfalterer+     ## 13794002
          9.11       1.2586     0.022605  # 2001,W.P.Abfalterer+     ## 13794002
        9.1222       1.3159      0.02306  # 2001,W.P.Abfalterer+     ## 13794002
        9.1345        1.248     0.023499  # 2001,W.P.Abfalterer+     ## 13794002
        9.1468       1.3109     0.023568  # 2001,W.P.Abfalterer+     ## 13794002
        9.1592       1.3083     0.023968  # 2001,W.P.Abfalterer+     ## 13794002
        9.1715       1.2533     0.023648  # 2001,W.P.Abfalterer+     ## 13794002
         9.173        1.296     0.003561  # 2001,W.P.Abfalterer+     ## 13753007
        9.1839       1.3199     0.024243  # 2001,W.P.Abfalterer+     ## 13794002
        9.1963       1.3561     0.024369  # 2001,W.P.Abfalterer+     ## 13794002
        9.2087       1.3695       0.0244  # 2001,W.P.Abfalterer+     ## 13794002
        9.2212       1.2586     0.024004  # 2001,W.P.Abfalterer+     ## 13794002
        9.2337        1.292     0.023933  # 2001,W.P.Abfalterer+     ## 13794002
        9.2462       1.3739     0.024751  # 2001,W.P.Abfalterer+     ## 13794002
        9.2587       1.3368      0.02435  # 2001,W.P.Abfalterer+     ## 13794002
         9.266        1.322     0.003611  # 2001,W.P.Abfalterer+     ## 13753007
        9.2713       1.2703     0.024107  # 2001,W.P.Abfalterer+     ## 13794002
        9.2839       1.3188     0.024425  # 2001,W.P.Abfalterer+     ## 13794002
        9.2965       1.2477     0.024057  # 2001,W.P.Abfalterer+     ## 13794002
        9.3091       1.2972     0.024175  # 2001,W.P.Abfalterer+     ## 13794002
        9.3218       1.2893     0.024322  # 2001,W.P.Abfalterer+     ## 13794002
        9.3345       1.2924     0.023963  # 2001,W.P.Abfalterer+     ## 13794002
        9.3472       1.3501     0.024463  # 2001,W.P.Abfalterer+     ## 13794002
         9.359        1.295     0.003581  # 2001,W.P.Abfalterer+     ## 13753007
        9.3599       1.2636     0.024049  # 2001,W.P.Abfalterer+     ## 13794002
        9.3727       1.2519     0.024099  # 2001,W.P.Abfalterer+     ## 13794002
        9.3855       1.2643     0.024152  # 2001,W.P.Abfalterer+     ## 13794002
        9.3983       1.2418     0.024078  # 2001,W.P.Abfalterer+     ## 13794002
        9.4111       1.2771     0.024292  # 2001,W.P.Abfalterer+     ## 13794002
         9.424        1.238     0.024122  # 2001,W.P.Abfalterer+     ## 13794002
        9.4369       1.2413     0.024177  # 2001,W.P.Abfalterer+     ## 13794002
        9.4498       1.2002     0.023896  # 2001,W.P.Abfalterer+     ## 13794002
         9.453         1.25     0.003517  # 2001,W.P.Abfalterer+     ## 13753007
        9.4628       1.2848     0.024322  # 2001,W.P.Abfalterer+     ## 13794002
        9.4758       1.2378     0.024266  # 2001,W.P.Abfalterer+     ## 13794002
        9.4888       1.2641     0.024194  # 2001,W.P.Abfalterer+     ## 13794002
        9.5018       1.1943     0.024231  # 2001,W.P.Abfalterer+     ## 13794002
        9.5149       1.1831     0.024458  # 2001,W.P.Abfalterer+     ## 13794002
         9.528       1.2455     0.024964  # 2001,W.P.Abfalterer+     ## 13794002
        9.5411       1.1853     0.025229  # 2001,W.P.Abfalterer+     ## 13794002
         9.548        1.229     0.003484  # 2001,W.P.Abfalterer+     ## 13753007
        9.5542       1.2628     0.026112  # 2001,W.P.Abfalterer+     ## 13794002
        9.5674       1.2043     0.025911  # 2001,W.P.Abfalterer+     ## 13794002
        9.5806       1.1801     0.025655  # 2001,W.P.Abfalterer+     ## 13794002
        9.5938       1.2239     0.026512  # 2001,W.P.Abfalterer+     ## 13794002
        9.6071       1.2027      0.02633  # 2001,W.P.Abfalterer+     ## 13794002
        9.6203       1.2059     0.026552  # 2001,W.P.Abfalterer+     ## 13794002
        9.6336       1.1523     0.026633  # 2001,W.P.Abfalterer+     ## 13794002
         9.644        1.226     0.003488  # 2001,W.P.Abfalterer+     ## 13753007
         9.647       1.2381     0.026974  # 2001,W.P.Abfalterer+     ## 13794002
        9.6603       1.1915     0.026552  # 2001,W.P.Abfalterer+     ## 13794002
        9.6737       1.2455     0.026675  # 2001,W.P.Abfalterer+     ## 13794002
        9.6872       1.2544     0.026824  # 2001,W.P.Abfalterer+     ## 13794002
        9.7006       1.1997     0.026721  # 2001,W.P.Abfalterer+     ## 13794002
        9.7141       1.3269     0.027161  # 2001,W.P.Abfalterer+     ## 13794002
        9.7276       1.2263     0.026893  # 2001,W.P.Abfalterer+     ## 13794002
         9.741         1.23     0.003514  # 2001,W.P.Abfalterer+     ## 13753007
        9.7411       1.2466     0.027079  # 2001,W.P.Abfalterer+     ## 13794002
        9.7547       1.2313     0.026784  # 2001,W.P.Abfalterer+     ## 13794002
        9.7683       1.2211     0.026795  # 2001,W.P.Abfalterer+     ## 13794002
        9.7819       1.2102     0.026894  # 2001,W.P.Abfalterer+     ## 13794002
        9.7955       1.2009      0.02665  # 2001,W.P.Abfalterer+     ## 13794002
        9.8092       1.2148     0.027212  # 2001,W.P.Abfalterer+     ## 13794002
        9.8229       1.1784       0.0264  # 2001,W.P.Abfalterer+     ## 13794002
        9.8366       1.1761     0.026587  # 2001,W.P.Abfalterer+     ## 13794002
         9.838        1.216     0.003493  # 2001,W.P.Abfalterer+     ## 13753007
        9.8504       1.1729     0.026655  # 2001,W.P.Abfalterer+     ## 13794002
        9.8642       1.2418      0.02697  # 2001,W.P.Abfalterer+     ## 13794002
         9.878        1.122     0.026492  # 2001,W.P.Abfalterer+     ## 13794002
        9.8918       1.1617     0.026272  # 2001,W.P.Abfalterer+     ## 13794002
        9.9057       1.1333     0.026143  # 2001,W.P.Abfalterer+     ## 13794002
        9.9196       1.1844     0.026559  # 2001,W.P.Abfalterer+     ## 13794002
        9.9336       1.1946     0.026621  # 2001,W.P.Abfalterer+     ## 13794002
         9.937        1.177     0.003447  # 2001,W.P.Abfalterer+     ## 13753007
        9.9475        1.163     0.026715  # 2001,W.P.Abfalterer+     ## 13794002
        9.9615        1.133      0.02616  # 2001,W.P.Abfalterer+     ## 13794002
        9.9755       1.2339     0.026665  # 2001,W.P.Abfalterer+     ## 13794002
        9.9896       1.1445     0.026269  # 2001,W.P.Abfalterer+     ## 13794002
        10.004       1.1089     0.026174  # 2001,W.P.Abfalterer+     ## 13794002
        10.018       1.0825      0.02603  # 2001,W.P.Abfalterer+     ## 13794002
        10.032         1.12     0.025967  # 2001,W.P.Abfalterer+     ## 13794002
         10.04        1.149     0.003428  # 2001,W.P.Abfalterer+     ## 13753007
        10.046       1.0836     0.026135  # 2001,W.P.Abfalterer+     ## 13794002
         10.06       1.1464     0.025961  # 2001,W.P.Abfalterer+     ## 13794002
        10.075       1.1476      0.02608  # 2001,W.P.Abfalterer+     ## 13794002
        10.089       1.1179     0.026436  # 2001,W.P.Abfalterer+     ## 13794002
        10.103       1.1618     0.026517  # 2001,W.P.Abfalterer+     ## 13794002
        10.118       1.1516     0.025643  # 2001,W.P.Abfalterer+     ## 13794002
        10.132       1.0536     0.025835  # 2001,W.P.Abfalterer+     ## 13794002
         10.14        1.129     0.003414  # 2001,W.P.Abfalterer+     ## 13753007
        10.146       1.0353     0.025674  # 2001,W.P.Abfalterer+     ## 13794002
        10.161       1.1233     0.026264  # 2001,W.P.Abfalterer+     ## 13794002
        10.175       1.1106     0.026065  # 2001,W.P.Abfalterer+     ## 13794002
         10.19       1.1048     0.025841  # 2001,W.P.Abfalterer+     ## 13794002
        10.204       1.1627     0.025863  # 2001,W.P.Abfalterer+     ## 13794002
        10.219        1.124     0.025883  # 2001,W.P.Abfalterer+     ## 13794002
        10.233       1.0913      0.02592  # 2001,W.P.Abfalterer+     ## 13794002
         10.24        1.114     0.003402  # 2001,W.P.Abfalterer+     ## 13753007
        10.248       1.1633     0.025831  # 2001,W.P.Abfalterer+     ## 13794002
        10.262       1.0768     0.025372  # 2001,W.P.Abfalterer+     ## 13794002
        10.277       1.1239     0.025936  # 2001,W.P.Abfalterer+     ## 13794002
        10.292       1.1263      0.02569  # 2001,W.P.Abfalterer+     ## 13794002
        10.307        1.152     0.025564  # 2001,W.P.Abfalterer+     ## 13794002
        10.321       1.1294     0.025943  # 2001,W.P.Abfalterer+     ## 13794002
        10.336       1.0703       0.0255  # 2001,W.P.Abfalterer+     ## 13794002
         10.34        1.118     0.003419  # 2001,W.P.Abfalterer+     ## 13753007
        10.351       1.1387     0.025961  # 2001,W.P.Abfalterer+     ## 13794002
        10.366       1.1191     0.025944  # 2001,W.P.Abfalterer+     ## 13794002
        10.381       1.1423     0.026088  # 2001,W.P.Abfalterer+     ## 13794002
        10.396       1.2033     0.026116  # 2001,W.P.Abfalterer+     ## 13794002
        10.411       1.2079     0.026268  # 2001,W.P.Abfalterer+     ## 13794002
        10.425       1.1742     0.026651  # 2001,W.P.Abfalterer+     ## 13794002
        10.441       1.1502     0.026629  # 2001,W.P.Abfalterer+     ## 13794002
         10.45        1.159      0.00349  # 2001,W.P.Abfalterer+     ## 13753007
        10.456       1.1935     0.026775  # 2001,W.P.Abfalterer+     ## 13794002
        10.471        1.224     0.027438  # 2001,W.P.Abfalterer+     ## 13794002
        10.486       1.2249     0.027039  # 2001,W.P.Abfalterer+     ## 13794002
        10.501       1.2206     0.027167  # 2001,W.P.Abfalterer+     ## 13794002
        10.516       1.2557     0.028267  # 2001,W.P.Abfalterer+     ## 13794002
        10.531       1.2754     0.028203  # 2001,W.P.Abfalterer+     ## 13794002
        10.547       1.2394     0.028898  # 2001,W.P.Abfalterer+     ## 13794002
         10.55        1.223     0.003605  # 2001,W.P.Abfalterer+     ## 13753007
        10.562       1.1998     0.029263  # 2001,W.P.Abfalterer+     ## 13794002
        10.577       1.3219     0.031358  # 2001,W.P.Abfalterer+     ## 13794002
        10.593       1.3455     0.033207  # 2001,W.P.Abfalterer+     ## 13794002
        10.608       1.2734     0.033241  # 2001,W.P.Abfalterer+     ## 13794002
        10.623       1.3003     0.033337  # 2001,W.P.Abfalterer+     ## 13794002
        10.639       1.3062     0.034439  # 2001,W.P.Abfalterer+     ## 13794002
        10.654       1.3702     0.034982  # 2001,W.P.Abfalterer+     ## 13794002
         10.66         1.29     0.003738  # 2001,W.P.Abfalterer+     ## 13753007
         10.67       1.3084     0.034761  # 2001,W.P.Abfalterer+     ## 13794002
        10.685       1.4004     0.035303  # 2001,W.P.Abfalterer+     ## 13794002
        10.701       1.4124     0.035172  # 2001,W.P.Abfalterer+     ## 13794002
        10.717       1.3825     0.035734  # 2001,W.P.Abfalterer+     ## 13794002
        10.732       1.2905     0.034696  # 2001,W.P.Abfalterer+     ## 13794002
        10.748       1.4262     0.035182  # 2001,W.P.Abfalterer+     ## 13794002
        10.764       1.4672     0.036283  # 2001,W.P.Abfalterer+     ## 13794002
         10.77        1.349     0.003874  # 2001,W.P.Abfalterer+     ## 13753007
         10.78       1.3355     0.034913  # 2001,W.P.Abfalterer+     ## 13794002
        10.795       1.4088     0.035755  # 2001,W.P.Abfalterer+     ## 13794002
        10.811       1.3975      0.03548  # 2001,W.P.Abfalterer+     ## 13794002
        10.827        1.361     0.035155  # 2001,W.P.Abfalterer+     ## 13794002
        10.843       1.4418     0.035249  # 2001,W.P.Abfalterer+     ## 13794002
        10.859       1.4283     0.035709  # 2001,W.P.Abfalterer+     ## 13794002
         10.87        1.401      0.00399  # 2001,W.P.Abfalterer+     ## 13753007
        10.875       1.4072     0.035042  # 2001,W.P.Abfalterer+     ## 13794002
        10.891       1.4754     0.036721  # 2001,W.P.Abfalterer+     ## 13794002
        10.907       1.4218     0.036302  # 2001,W.P.Abfalterer+     ## 13794002
        10.923       1.4246     0.035357  # 2001,W.P.Abfalterer+     ## 13794002
        10.939       1.3949     0.035172  # 2001,W.P.Abfalterer+     ## 13794002
        10.955       1.5236     0.036243  # 2001,W.P.Abfalterer+     ## 13794002
        10.971       1.3621     0.035501  # 2001,W.P.Abfalterer+     ## 13794002
         10.98        1.426     0.004058  # 2001,W.P.Abfalterer+     ## 13753007
        10.988       1.4371      0.03604  # 2001,W.P.Abfalterer+     ## 13794002
        11.004       1.4258     0.035957  # 2001,W.P.Abfalterer+     ## 13794002
         11.02       1.4684     0.036181  # 2001,W.P.Abfalterer+     ## 13794002
        11.036       1.4545     0.036339  # 2001,W.P.Abfalterer+     ## 13794002
        11.053       1.4657     0.036199  # 2001,W.P.Abfalterer+     ## 13794002
        11.069       1.4319     0.036469  # 2001,W.P.Abfalterer+     ## 13794002
        11.086       1.3913     0.035996  # 2001,W.P.Abfalterer+     ## 13794002
         11.09        1.421     0.004076  # 2001,W.P.Abfalterer+     ## 13753007
        11.102       1.3561     0.035886  # 2001,W.P.Abfalterer+     ## 13794002
        11.119       1.4494     0.037049  # 2001,W.P.Abfalterer+     ## 13794002
        11.135       1.2978     0.036376  # 2001,W.P.Abfalterer+     ## 13794002
        11.152        1.398     0.037338  # 2001,W.P.Abfalterer+     ## 13794002
        11.168       1.4536     0.038118  # 2001,W.P.Abfalterer+     ## 13794002
        11.185       1.4055     0.038139  # 2001,W.P.Abfalterer+     ## 13794002
          11.2        1.414     0.004069  # 2001,W.P.Abfalterer+     ## 13753007
        11.202       1.4682     0.039018  # 2001,W.P.Abfalterer+     ## 13794002
        11.219       1.4434     0.039017  # 2001,W.P.Abfalterer+     ## 13794002
        11.235       1.4747     0.041396  # 2001,W.P.Abfalterer+     ## 13794002
        11.252        1.376     0.042381  # 2001,W.P.Abfalterer+     ## 13794002
        11.269       1.4798     0.045952  # 2001,W.P.Abfalterer+     ## 13794002
        11.286        1.397     0.053426  # 2001,W.P.Abfalterer+     ## 13794002
         11.32        1.399     0.004056  # 2001,W.P.Abfalterer+     ## 13753007
         11.43        1.381     0.004039  # 2001,W.P.Abfalterer+     ## 13753007
         11.55        1.351     0.003998  # 2001,W.P.Abfalterer+     ## 13753007
         11.66        1.332     0.003982  # 2001,W.P.Abfalterer+     ## 13753007
         11.78        1.342     0.004018  # 2001,W.P.Abfalterer+     ## 13753007
          11.9        1.385     0.004134  # 2001,W.P.Abfalterer+     ## 13753007
         12.02        1.457     0.004318  # 2001,W.P.Abfalterer+     ## 13753007
         12.14        1.473     0.004363  # 2001,W.P.Abfalterer+     ## 13753007
         12.26        1.403     0.004225  # 2001,W.P.Abfalterer+     ## 13753007
         12.38        1.352     0.004128  # 2001,W.P.Abfalterer+     ## 13753007
         12.51        1.347     0.004131  # 2001,W.P.Abfalterer+     ## 13753007
         12.63        1.355     0.004166  # 2001,W.P.Abfalterer+     ## 13753007
         12.76        1.374     0.004225  # 2001,W.P.Abfalterer+     ## 13753007
         12.89          1.4     0.004307  # 2001,W.P.Abfalterer+     ## 13753007
         13.02         1.41     0.004344  # 2001,W.P.Abfalterer+     ## 13753007
         13.15        1.397     0.004341  # 2001,W.P.Abfalterer+     ## 13753007
         13.28        1.386     0.004323  # 2001,W.P.Abfalterer+     ## 13753007
         13.41         1.39     0.004341  # 2001,W.P.Abfalterer+     ## 13753007
         13.55        1.395     0.004359  # 2001,W.P.Abfalterer+     ## 13753007
         13.69        1.365     0.004318  # 2001,W.P.Abfalterer+     ## 13753007
         13.82        1.307     0.004213  # 2001,W.P.Abfalterer+     ## 13753007
         13.96        1.287     0.004185  # 2001,W.P.Abfalterer+     ## 13753007
          14.1        1.298      0.00421  # 2001,W.P.Abfalterer+     ## 13753007
         14.24          1.3     0.004234  # 2001,W.P.Abfalterer+     ## 13753007
         14.39        1.308     0.004242  # 2001,W.P.Abfalterer+     ## 13753007
         14.53        1.335     0.004313  # 2001,W.P.Abfalterer+     ## 13753007
         14.68        1.383     0.004433  # 2001,W.P.Abfalterer+     ## 13753007
         14.82        1.402     0.004505  # 2001,W.P.Abfalterer+     ## 13753007
         14.97        1.416     0.004544  # 2001,W.P.Abfalterer+     ## 13753007
         15.12        1.432     0.003563  # 2001,W.P.Abfalterer+     ## 13753007
         15.28        1.444     0.003592  # 2001,W.P.Abfalterer+     ## 13753007
         15.43         1.46     0.003629  # 2001,W.P.Abfalterer+     ## 13753007
         15.58        1.488     0.003689  # 2001,W.P.Abfalterer+     ## 13753007
         15.74        1.509     0.003738  # 2001,W.P.Abfalterer+     ## 13753007
          15.9        1.519     0.003765  # 2001,W.P.Abfalterer+     ## 13753007
         16.06        1.518     0.003762  # 2001,W.P.Abfalterer+     ## 13753007
         16.22        1.494     0.003715  # 2001,W.P.Abfalterer+     ## 13753007
         16.38        1.467     0.003669  # 2001,W.P.Abfalterer+     ## 13753007
         16.55        1.443     0.003627  # 2001,W.P.Abfalterer+     ## 13753007
         16.72        1.419     0.003583  # 2001,W.P.Abfalterer+     ## 13753007
         16.88        1.407      0.00356  # 2001,W.P.Abfalterer+     ## 13753007
         17.05        1.397     0.003551  # 2001,W.P.Abfalterer+     ## 13753007
         17.22        1.395     0.003549  # 2001,W.P.Abfalterer+     ## 13753007
          17.4        1.396     0.003542  # 2001,W.P.Abfalterer+     ## 13753007
         17.57        1.408     0.003546  # 2001,W.P.Abfalterer+     ## 13753007
         17.75        1.411     0.003549  # 2001,W.P.Abfalterer+     ## 13753007
         17.93        1.422     0.003557  # 2001,W.P.Abfalterer+     ## 13753007
         18.11        1.442     0.003582  # 2001,W.P.Abfalterer+     ## 13753007
         18.29         1.45     0.003591  # 2001,W.P.Abfalterer+     ## 13753007
         18.47        1.452     0.003586  # 2001,W.P.Abfalterer+     ## 13753007
         18.66        1.463     0.003602  # 2001,W.P.Abfalterer+     ## 13753007
         18.85        1.472     0.003611  # 2001,W.P.Abfalterer+     ## 13753007
         19.04        1.481     0.003622  # 2001,W.P.Abfalterer+     ## 13753007
         19.23        1.503     0.003651  # 2001,W.P.Abfalterer+     ## 13753007
         19.42        1.522     0.003673  # 2001,W.P.Abfalterer+     ## 13753007
         19.62        1.534     0.003666  # 2001,W.P.Abfalterer+     ## 13753007
         19.81        1.523     0.003622  # 2001,W.P.Abfalterer+     ## 13753007
         20.01        1.503     0.003571  # 2001,W.P.Abfalterer+     ## 13753007
         20.21        1.481     0.003527  # 2001,W.P.Abfalterer+     ## 13753007
         20.42        1.452      0.00347  # 2001,W.P.Abfalterer+     ## 13753007
         20.62        1.432     0.003417  # 2001,W.P.Abfalterer+     ## 13753007
         20.83        1.419     0.003385  # 2001,W.P.Abfalterer+     ## 13753007
         21.04        1.421     0.003373  # 2001,W.P.Abfalterer+     ## 13753007
         21.25        1.421     0.003354  # 2001,W.P.Abfalterer+     ## 13753007
         21.46        1.419     0.003336  # 2001,W.P.Abfalterer+     ## 13753007
         21.68        1.408     0.003312  # 2001,W.P.Abfalterer+     ## 13753007
          21.9        1.399     0.003284  # 2001,W.P.Abfalterer+     ## 13753007
         22.12        1.393     0.003254  # 2001,W.P.Abfalterer+     ## 13753007
         22.34        1.397     0.003239  # 2001,W.P.Abfalterer+     ## 13753007
         22.56        1.398     0.003227  # 2001,W.P.Abfalterer+     ## 13753007
         22.79        1.397     0.003221  # 2001,W.P.Abfalterer+     ## 13753007
         23.02        1.404     0.003218  # 2001,W.P.Abfalterer+     ## 13753007
         23.25        1.409     0.003221  # 2001,W.P.Abfalterer+     ## 13753007
         23.48         1.41     0.003214  # 2001,W.P.Abfalterer+     ## 13753007
         23.72        1.411     0.003201  # 2001,W.P.Abfalterer+     ## 13753007
         23.96        1.409     0.003185  # 2001,W.P.Abfalterer+     ## 13753007
          24.2        1.405     0.003171  # 2001,W.P.Abfalterer+     ## 13753007
         24.44        1.396     0.003158  # 2001,W.P.Abfalterer+     ## 13753007
         24.69        1.389     0.003141  # 2001,W.P.Abfalterer+     ## 13753007
         24.94        1.382     0.003124  # 2001,W.P.Abfalterer+     ## 13753007
         25.19        1.376     0.003109  # 2001,W.P.Abfalterer+     ## 13753007
         25.44        1.373     0.003093  # 2001,W.P.Abfalterer+     ## 13753007
          25.7        1.369     0.003073  # 2001,W.P.Abfalterer+     ## 13753007
         25.95        1.361     0.003051  # 2001,W.P.Abfalterer+     ## 13753007
         26.21        1.353     0.003027  # 2001,W.P.Abfalterer+     ## 13753007
         26.48        1.347      0.00301  # 2001,W.P.Abfalterer+     ## 13753007
         26.74        1.349        0.003  # 2001,W.P.Abfalterer+     ## 13753007
         27.01        1.347     0.002985  # 2001,W.P.Abfalterer+     ## 13753007
         27.28        1.345     0.002966  # 2001,W.P.Abfalterer+     ## 13753007
         27.56         1.34     0.002954  # 2001,W.P.Abfalterer+     ## 13753007
         27.84        1.331     0.002935  # 2001,W.P.Abfalterer+     ## 13753007
         28.12        1.327     0.002917  # 2001,W.P.Abfalterer+     ## 13753007
          28.4         1.32     0.002899  # 2001,W.P.Abfalterer+     ## 13753007
         28.68         1.31     0.002879  # 2001,W.P.Abfalterer+     ## 13753007
         28.97        1.309     0.002863  # 2001,W.P.Abfalterer+     ## 13753007
         29.26        1.308     0.002846  # 2001,W.P.Abfalterer+     ## 13753007
         29.56          1.3     0.002827  # 2001,W.P.Abfalterer+     ## 13753007
         29.85        1.292     0.002813  # 2001,W.P.Abfalterer+     ## 13753007
         30.15        1.283     0.002797  # 2001,W.P.Abfalterer+     ## 13753007
         30.46        1.275     0.002779  # 2001,W.P.Abfalterer+     ## 13753007
         30.76         1.27     0.002765  # 2001,W.P.Abfalterer+     ## 13753007
         31.07        1.262     0.002748  # 2001,W.P.Abfalterer+     ## 13753007
         31.38        1.255     0.002734  # 2001,W.P.Abfalterer+     ## 13753007
          31.7        1.247     0.002717  # 2001,W.P.Abfalterer+     ## 13753007
         32.02        1.243     0.002704  # 2001,W.P.Abfalterer+     ## 13753007
         32.34        1.244      0.00269  # 2001,W.P.Abfalterer+     ## 13753007
         32.67        1.237     0.002677  # 2001,W.P.Abfalterer+     ## 13753007
         32.99        1.231     0.002661  # 2001,W.P.Abfalterer+     ## 13753007
         33.33        1.225     0.002649  # 2001,W.P.Abfalterer+     ## 13753007
         33.66        1.223     0.002634  # 2001,W.P.Abfalterer+     ## 13753007
            34        1.214      0.00262  # 2001,W.P.Abfalterer+     ## 13753007
         34.34        1.209     0.002605  # 2001,W.P.Abfalterer+     ## 13753007
         34.69        1.203     0.002594  # 2001,W.P.Abfalterer+     ## 13753007
         35.03        1.195     0.002577  # 2001,W.P.Abfalterer+     ## 13753007
         35.39        1.191     0.002563  # 2001,W.P.Abfalterer+     ## 13753007
         35.74        1.184     0.002549  # 2001,W.P.Abfalterer+     ## 13753007
          36.1        1.181     0.002537  # 2001,W.P.Abfalterer+     ## 13753007
         36.46        1.175     0.002525  # 2001,W.P.Abfalterer+     ## 13753007
         36.83        1.167      0.00251  # 2001,W.P.Abfalterer+     ## 13753007
          37.2        1.159     0.002497  # 2001,W.P.Abfalterer+     ## 13753007
         37.57        1.155     0.002483  # 2001,W.P.Abfalterer+     ## 13753007
         37.95        1.148     0.002471  # 2001,W.P.Abfalterer+     ## 13753007
         38.33         1.14     0.002458  # 2001,W.P.Abfalterer+     ## 13753007
         38.72        1.132     0.002445  # 2001,W.P.Abfalterer+     ## 13753007
         39.11        1.127     0.002433  # 2001,W.P.Abfalterer+     ## 13753007
          39.5        1.121      0.00242  # 2001,W.P.Abfalterer+     ## 13753007
          39.9        1.114     0.002407  # 2001,W.P.Abfalterer+     ## 13753007
          40.3        1.107     0.002396  # 2001,W.P.Abfalterer+     ## 13753007
          40.7        1.098     0.002382  # 2001,W.P.Abfalterer+     ## 13753007
         41.11        1.092     0.002366  # 2001,W.P.Abfalterer+     ## 13753007
         41.53        1.088     0.002354  # 2001,W.P.Abfalterer+     ## 13753007
         41.94        1.082     0.002342  # 2001,W.P.Abfalterer+     ## 13753007
         42.36        1.071     0.002327  # 2001,W.P.Abfalterer+     ## 13753007
         42.79        1.065     0.002319  # 2001,W.P.Abfalterer+     ## 13753007
         43.22        1.059     0.002308  # 2001,W.P.Abfalterer+     ## 13753007
         43.65        1.048     0.002293  # 2001,W.P.Abfalterer+     ## 13753007
         44.09        1.042     0.002282  # 2001,W.P.Abfalterer+     ## 13753007
         44.54        1.035     0.002272  # 2001,W.P.Abfalterer+     ## 13753007
         44.98        1.027      0.00226  # 2001,W.P.Abfalterer+     ## 13753007
