         329.1       0.2839     0.001868  # 2001,W.P.Abfalterer+
         332.4       0.2864      0.00187  # 2001,W.P.Abfalterer+
         335.7       0.2875     0.001872  # 2001,W.P.Abfalterer+
         339.1       0.2884     0.001874  # 2001,W.P.Abfalterer+
         342.5       0.2868     0.001878  # 2001,W.P.Abfalterer+
           346       0.2868     0.001882  # 2001,W.P.Abfalterer+
         349.4       0.2882     0.001882  # 2001,W.P.Abfalterer+
           353       0.2855     0.001881  # 2001,W.P.Abfalterer+
         356.5       0.2862     0.001879  # 2001,W.P.Abfalterer+
         360.1       0.2869      0.00188  # 2001,W.P.Abfalterer+
         363.7       0.2883     0.001885  # 2001,W.P.Abfalterer+
         367.4       0.2905     0.001885  # 2001,W.P.Abfalterer+
           371        0.289     0.001882  # 2001,W.P.Abfalterer+
         374.8       0.2911     0.001882  # 2001,W.P.Abfalterer+
         378.5        0.294      0.00188  # 2001,W.P.Abfalterer+
         382.3        0.295     0.001881  # 2001,W.P.Abfalterer+
         386.2       0.2921     0.001883  # 2001,W.P.Abfalterer+
         390.1       0.2903     0.001881  # 2001,W.P.Abfalterer+
           394        0.293     0.001878  # 2001,W.P.Abfalterer+
           398       0.2951     0.001877  # 2001,W.P.Abfalterer+
           402       0.2944     0.001876  # 2001,W.P.Abfalterer+
           406       0.2937     0.001876  # 2001,W.P.Abfalterer+
         410.1       0.2962     0.001878  # 2001,W.P.Abfalterer+
         414.2       0.2968     0.001879  # 2001,W.P.Abfalterer+
         418.4       0.2975     0.001875  # 2001,W.P.Abfalterer+
         422.6       0.2987     0.001874  # 2001,W.P.Abfalterer+
         426.8       0.2992     0.001872  # 2001,W.P.Abfalterer+
         431.1       0.3006     0.001875  # 2001,W.P.Abfalterer+
         435.4        0.302     0.001879  # 2001,W.P.Abfalterer+
         439.8       0.3029     0.001883  # 2001,W.P.Abfalterer+
         444.2       0.3025     0.001885  # 2001,W.P.Abfalterer+
         448.7       0.3041     0.001887  # 2001,W.P.Abfalterer+
         453.2       0.3049     0.001894  # 2001,W.P.Abfalterer+
         457.8       0.3033     0.001902  # 2001,W.P.Abfalterer+
         462.4       0.3056     0.001913  # 2001,W.P.Abfalterer+
           467       0.3064     0.001924  # 2001,W.P.Abfalterer+
         471.7        0.308     0.001934  # 2001,W.P.Abfalterer+
         476.4        0.308     0.001947  # 2001,W.P.Abfalterer+
         481.2       0.3077     0.001963  # 2001,W.P.Abfalterer+
         486.1        0.312     0.001984  # 2001,W.P.Abfalterer+
         490.9       0.3149     0.002007  # 2001,W.P.Abfalterer+
         495.9       0.3149     0.002032  # 2001,W.P.Abfalterer+
         500.9       0.3165     0.002059  # 2001,W.P.Abfalterer+
         505.9       0.3161     0.002096  # 2001,W.P.Abfalterer+
           511       0.3152     0.002132  # 2001,W.P.Abfalterer+
         516.1       0.3154     0.002172  # 2001,W.P.Abfalterer+
         521.3       0.3169      0.00222  # 2001,W.P.Abfalterer+
         526.5       0.3175     0.002275  # 2001,W.P.Abfalterer+
         531.8       0.3165     0.002339  # 2001,W.P.Abfalterer+
         537.2       0.3174     0.002414  # 2001,W.P.Abfalterer+
         542.6       0.3215     0.002509  # 2001,W.P.Abfalterer+
           548       0.3245     0.002625  # 2001,W.P.Abfalterer+
         553.5        0.323     0.002741  # 2001,W.P.Abfalterer+
         559.1       0.3223     0.002865  # 2001,W.P.Abfalterer+
